fastai-scut-fbp5500-v2/train/CM148.jpg,3.516667
fastai-scut-fbp5500-v2/train/AF1048.jpg,3.15
fastai-scut-fbp5500-v2/train/AM878.jpg,2.566667
fastai-scut-fbp5500-v2/train/AM1633.jpg,3.133333
fastai-scut-fbp5500-v2/train/AM1176.jpg,1.95
fastai-scut-fbp5500-v2/train/AF1962.jpg,3.616667
fastai-scut-fbp5500-v2/train/CF500.jpg,2.75
fastai-scut-fbp5500-v2/train/AF1646.jpg,4.383333
fastai-scut-fbp5500-v2/train/AF1845.jpg,1.966667
fastai-scut-fbp5500-v2/train/AF414.jpg,2.35
fastai-scut-fbp5500-v2/train/AM678.jpg,3.1
fastai-scut-fbp5500-v2/train/AM1556.jpg,2.75
fastai-scut-fbp5500-v2/train/AF753.jpg,4.016667
fastai-scut-fbp5500-v2/train/CM301.jpg,2.133333
fastai-scut-fbp5500-v2/train/CM478.jpg,3.083333
fastai-scut-fbp5500-v2/train/AM331.jpg,2.383333
fastai-scut-fbp5500-v2/train/AF796.jpg,2.566667
fastai-scut-fbp5500-v2/train/AF151.jpg,2.266667
fastai-scut-fbp5500-v2/train/AM1624.jpg,4.666667
fastai-scut-fbp5500-v2/train/AF1440.jpg,3.633333
fastai-scut-fbp5500-v2/train/AM868.jpg,1.816667
fastai-scut-fbp5500-v2/train/AF154.jpg,3.0
fastai-scut-fbp5500-v2/train/CM356.jpg,2.433333
fastai-scut-fbp5500-v2/train/AM985.jpg,3.233333
fastai-scut-fbp5500-v2/train/AM542.jpg,1.933333
fastai-scut-fbp5500-v2/train/AF1429.jpg,3.716667
fastai-scut-fbp5500-v2/train/AF1405.jpg,4.116667
fastai-scut-fbp5500-v2/train/CF721.jpg,3.933333
fastai-scut-fbp5500-v2/train/AF1071.jpg,3.133333
fastai-scut-fbp5500-v2/train/AF1313.jpg,2.516667
fastai-scut-fbp5500-v2/train/CF213.jpg,2.833333
fastai-scut-fbp5500-v2/train/AF1864.jpg,3.933333
fastai-scut-fbp5500-v2/train/AF1635.jpg,3.783333
fastai-scut-fbp5500-v2/train/AM1412.jpg,2.816667
fastai-scut-fbp5500-v2/train/AF910.jpg,3.216667
fastai-scut-fbp5500-v2/train/AM594.jpg,2.216667
fastai-scut-fbp5500-v2/train/CF69.jpg,3.0
fastai-scut-fbp5500-v2/train/AF798.jpg,4.166667
fastai-scut-fbp5500-v2/train/AF1069.jpg,3.183333
fastai-scut-fbp5500-v2/train/AF165.jpg,2.6
fastai-scut-fbp5500-v2/train/AM1054.jpg,1.833333
fastai-scut-fbp5500-v2/train/AF987.jpg,3.533333
fastai-scut-fbp5500-v2/train/CF287.jpg,2.833333
fastai-scut-fbp5500-v2/train/AM1525.jpg,2.15
fastai-scut-fbp5500-v2/train/CM83.jpg,2.283333
fastai-scut-fbp5500-v2/train/AF666.jpg,2.933333
fastai-scut-fbp5500-v2/train/AF1629.jpg,4.033333
fastai-scut-fbp5500-v2/train/AF701.jpg,3.066667
fastai-scut-fbp5500-v2/train/AM1083.jpg,2.7
fastai-scut-fbp5500-v2/train/CM208.jpg,3.266667
fastai-scut-fbp5500-v2/train/AM1988.jpg,4.3
fastai-scut-fbp5500-v2/train/AF37.jpg,2.166667
fastai-scut-fbp5500-v2/train/AF1526.jpg,4.2
fastai-scut-fbp5500-v2/train/CF195.jpg,2.733333
fastai-scut-fbp5500-v2/train/AF698.jpg,2.333333
fastai-scut-fbp5500-v2/train/AF1435.jpg,2.7
fastai-scut-fbp5500-v2/train/AM1277.jpg,2.216667
fastai-scut-fbp5500-v2/train/AF1562.jpg,3.4
fastai-scut-fbp5500-v2/train/AM1585.jpg,3.983333
fastai-scut-fbp5500-v2/train/CF28.jpg,4.3
fastai-scut-fbp5500-v2/train/AM1742.jpg,4.283333
fastai-scut-fbp5500-v2/train/AM685.jpg,2.883333
fastai-scut-fbp5500-v2/train/AF1334.jpg,3.766667
fastai-scut-fbp5500-v2/train/CM627.jpg,2.583333
fastai-scut-fbp5500-v2/train/AM47.jpg,3.016667
fastai-scut-fbp5500-v2/train/AM644.jpg,2.8
fastai-scut-fbp5500-v2/train/AM320.jpg,4.316667
fastai-scut-fbp5500-v2/train/AF1620.jpg,3.883333
